candidate_alias_key,candidate_landing_paths,match_grade,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,meta_effective_status,currently_operating_status,last30_spend,meta_url_or_tags_sample,join_reason,growth_team_action,growth_team_actual_landing_url,growth_team_url_parameters,growth_team_campaign_id_confirmed,growth_team_adset_id_confirmed,growth_team_ad_id_confirmed,growth_team_checked_by,growth_team_checked_at_kst,growth_team_note
(generic_placeholder),,D_placeholder_needs_review,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,120237452088100396,종합대사기능검사 - 사본,120246030656680396,260522_종대사 지방산대사,ACTIVE,Y,113202,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYn_BVODP7a/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120237452088280396,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,120237452088100396,종합대사기능검사 - 사본,120245328867460396,meta_biocom_acid_dietreel1_250507 - 사본,ACTIVE,Y,693139,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYCHHX_jEt7/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120231749833120396,[바이오컴] 호르몬 검사 바이럴 소재 캠페인_0811,120231749833100396,종합호르몬분석_바이럴소재_0811,120245002839480396,[가정의달 프로모션] 종호균 프로모션 x 백수정님,ACTIVE,Y,1366709,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYg4sz2DOVk/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244876670640396,meta_biocom_acid_260504,120245070390500396,meta_biocom_acid_dietreel_250507,120245070390490396,meta_biocom_acid_dietreel1_250507,ACTIVE,Y,340600,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYCHHX_jEt7/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244876670640396,meta_biocom_acid_260504,120246030789580396,meta_biocom_acid_fatacidstory_260522,120246030789570396,meta_biocom_acid_fatacidstory_260522,ACTIVE,Y,13286,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYn_S2IDH5b/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244876670640396,meta_biocom_acid_260504,120245053918020396,meta_biocom_acid_image_muscle_260507,120245053918050396,meta_biocom_acid_musclestory1_260507,ACTIVE,Y,38610,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYMWDZLDGMk/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244876670640396,meta_biocom_acid_260504,120245053918020396,meta_biocom_acid_image_muscle_260507,120245054381320396,meta_biocom_acid_musclestory2_260507,ACTIVE,Y,301449,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYMWFGaDGuM/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244759209860396,meta_biocom_igg_260504,120245944940180396,meta_biocom_igg_amondstory_260521,120245944940170396,meta_biocom_igg_amondstory_260521,ACTIVE,Y,53886,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYlxtTmjD24/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244759209860396,meta_biocom_igg_260504,120244879011610396,meta_biocom_igg_pregnancy_260504,120244879011600396,meta_biocom_igg_pregnancy_reel1_260504,ACTIVE,Y,949564,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYBqy3cDKH3/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244759209860396,meta_biocom_igg_260504,120245065714050396,meta_biocom_igg_skin2_260507,120245065714040396,meta_biocom_igg_skin2_reel1_260507,ACTIVE,Y,316404,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYCAAwwjDcU/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120244759209860396,meta_biocom_igg_260504,120244759212190396,meta_biocom_igg_skin_260429,120244759214660396,meta_biocom_igg_skin_TTSreel1_260429,ACTIVE,Y,1255228,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYBqrxVjJto/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120245003319500396,meta_biocom_influencer_260506,120245700952890396,meta_biocom_iiari_260518,120245701139440396,meta_biocom_iiari_Igg_260518,ACTIVE,Y,1854655,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DS347PzjJlX/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120245003319500396,meta_biocom_influencer_260506,120245956430970396,meta_biocom_iiari_260518 - 사본,120245956430950396,meta_biocom_iiari_acid_260518,ACTIVE,Y,376022,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYn13A3jEgW/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120245003319500396,meta_biocom_influencer_260506,120245372339680396,meta_biocom_layerd_260512,120245372339670396,meta_biocom_layerd_reel_260512,ACTIVE,Y,222868,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYOE2AjjFCE/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120245003319500396,meta_biocom_influencer_260506,120245003319520396,meta_biocom_woo_260506,120245003319510396,meta_biocom_igg_woo_260506,ACTIVE,Y,1060825,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DX_mXc7jLbw/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
(generic_placeholder),,D_placeholder_needs_review,120242626179290396,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179270396,인플루언서 공동구매 파트너 광고,120245955028820396,meta_biocom_iiari_Igg_260518 - 사본,ACTIVE,Y,492742,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DS347PzjJlX/,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.,,,,,,,,
