report_date,campaign_id,campaign_name,currency,spend,net_cost,impressions,destination_clicks,clicks,conversions,purchase_count,purchase_value,cta_purchase_count,evta_purchase_count,vta_purchase_count,cta_purchase_value,evta_purchase_value,vta_purchase_value,platform_roas,cta_purchase_roas,evta_purchase_roas,vta_purchase_roas,source_file,attribution_window_note
2026-04-30,1854347729644690,음과검 스마트+ 캠페인,KRW,80128,80128,36934,2389,2389,2,2,889100,0,0,2,0,0,0,11.0959964057508,11.1,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-04-30,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,50132,50132,25002,98,98,1,1,234000,0,0,1,0,0,0,4.667677331843932,4.67,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-04-30,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,20051,20051,14511,646,646,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-04-30,1856728035726529,호르몬 검사 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-04-30,1858788275666081,건강기능식품 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-05-01,1854347729644690,음과검 스마트+ 캠페인,KRW,79825,79825,30093,1123,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-05-01,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,50023,50023,32193,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-05-01,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,19986,19986,8929,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-05-01,1856728035726529,호르몬 검사 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
2026-05-01,1858788275666081,건강기능식품 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260428_20260501_daily_campaign.csv,"TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; VTA count uses vta_complete_payment when available, CTA count uses cta_purchase or cta_conversion fallback."
